Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1,Member,Concept,Member Type
c2ee543e-9d33-4099-826a-9436039fe749,,,Face Mask-With out Reservoir For oxygen Administration child/medium  size 3,,Medical supply,N/A,,,3,Face Mask-With out Reservoir For oxygen Administration child/medium  size 3,Medical Supply Items,CONCEPT-SET
d4ab9b03-cc84-484a-b935-f66bf45cb526,,,"Face Mask-with Reservoir for oxygen Administration Infant/small size 1, 0.5L breathing  bag",,Medical supply,N/A,,,3,"Face Mask-with Reservoir for oxygen Administration Infant/small size 1, 0.5L breathing  bag",Medical Supply Items,CONCEPT-SET
c58b234f-0324-42f9-b03c-0317c8318cac,,,Face Mask-With out Reservoir For oxygen Administration Infant/small  size 1,,Medical supply,N/A,,,3,Face Mask-With out Reservoir For oxygen Administration Infant/small  size 1,Medical Supply Items,CONCEPT-SET
1a6e6db9-0fcc-408f-a201-edb716770967,,,Cold Packs  Bag-Reusable 11 inch durable,,Medical supply,N/A,,,3,Cold Packs  Bag-Reusable 11 inch durable,Medical Supply Items,CONCEPT-SET
c4d54a62-c1f1-4d54-9c76-e1515b80c17a,,,"Patient restraint(spinal Board)straps-with meta buckles/clips and speed clip,15m",,Medical supply,N/A,,,3,"Patient restraint(spinal Board)straps-with meta buckles/clips and speed clip,15m",Medical Supply Items,CONCEPT-SET
f8c7adc4-69f6-4026-b774-129fe07b6a9c,,,"Catheter Suction-Open rounded shape&smooth,blue one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD2.7±0.10MM",,Medical supply,N/A,,,3,"Catheter Suction-Open rounded shape&smooth,blue one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD2.7±0.10MM",Medical Supply Items,CONCEPT-SET
61223959-b11e-4bcd-b9ae-cf0accf3551e,,,"Catheter Suction-Open rounded shape&smooth,black one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD3.30±0.15MM-10CH",,Medical supply,N/A,,,3,"Catheter Suction-Open rounded shape&smooth,black one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD3.30±0.15MM-10CH",Medical Supply Items,CONCEPT-SET
d9c9a2a4-ab8d-4648-be61-12b1a878b36b,,,"Catheter Suction-Open rounded shape&smooth,Orange one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD: 5.30±0.20mm-16CH",,Medical supply,N/A,,,3,"Catheter Suction-Open rounded shape&smooth,Orange one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD: 5.30±0.20mm-16CH",Medical Supply Items,CONCEPT-SET
9dbd3243-062c-4433-8565-3af235bfeb35,,,"Catheter Suction-Open rounded shape&smooth,Red  one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD: 6.00±0.20mm-18CH",,Medical supply,N/A,,,3,"Catheter Suction-Open rounded shape&smooth,Red  one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD: 6.00±0.20mm-18CH",Medical Supply Items,CONCEPT-SET
5d8305ef-11e7-4caf-8ccb-2cabc48b9e63,,,"Catheter Suction-Open rounded shape&smooth,blue one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD2.7±0.10MM-8CH",,Medical supply,N/A,,,3,"Catheter Suction-Open rounded shape&smooth,blue one Eye, Length:530±20.0mm,E.Length 500±20.0mm, OD2.7±0.10MM-8CH",Medical Supply Items,CONCEPT-SET
faf4b898-035b-435e-b856-5482dfdca60c,,,Manual sucker/Bulb-Sterilizable Silicon air tight for infant,,Medical supply,N/A,,,3,Manual sucker/Bulb-Sterilizable Silicon air tight for infant,Medical Supply Items,CONCEPT-SET
a3bef9a4-b919-460b-a7d9-1f9b095e08be,,,Nasopharyngeal airways-8CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-8CH,Medical Supply Items,CONCEPT-SET
b333706f-27ce-4a9a-8042-14746ba8076d,,,Nasopharyngeal airways-7CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-7CH,Medical Supply Items,CONCEPT-SET
c4166c6b-e107-42ac-8d5e-c7a8306eb058,,,Nasopharyngeal airways-6CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-6CH,Medical Supply Items,CONCEPT-SET
7dc9eb12-54c4-49e1-9495-fb0cca01391a,,,Nasopharyngeal airways-4CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-4CH,Medical Supply Items,CONCEPT-SET
1c9948c7-a01a-431f-a7af-2582b9b29fc4,,,Nasopharyngeal airways-3CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-3CH,Medical Supply Items,CONCEPT-SET
4465fbea-7d34-47cd-9a86-9cdea886c71f,,,Oropharyngeal Airway (Guedel) Sterile-5CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-5CH,Medical Supply Items,CONCEPT-SET
35e63f24-b476-4495-8b72-86f667497543,,,Oropharyngeal Airway (Guedel) Sterile-4CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-4CH,Medical Supply Items,CONCEPT-SET
f17f279d-1903-4076-8801-8e7a1098152c,,,Oropharyngeal Airway (Guedel) Sterile-3CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-3CH,Medical Supply Items,CONCEPT-SET
bb709db4-f214-4df6-a1b6-db735eddad1e,,,Oropharyngeal Airway (Guedel) Sterile-2CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-2CH,Medical Supply Items,CONCEPT-SET
25ff8fc7-747f-43a4-ba8a-6350b8a46b90,,,Oropharyngeal Airway (Guedel) Sterile-1CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-1CH,Medical Supply Items,CONCEPT-SET
7ec10f95-9112-43b1-adcf-bbaaa3f68a0a,,,Oropharyngeal Airway (Guedel) Sterile-0CH,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-0CH,Medical Supply Items,CONCEPT-SET
8b8181e9-1f90-47ba-9ca6-cb5b4d9c3dd2,,,Resuscitator Bag (Ambu Bag)-Child,,Medical supply,N/A,,,3,Resuscitator Bag (Ambu Bag)-Child,Medical Supply Items,CONCEPT-SET
3a4a9b5a-f817-4e51-b8e4-381bd5f68a2d,,,Resuscitator Bag (Ambu Bag)-Infant,,Medical supply,N/A,,,3,Resuscitator Bag (Ambu Bag)-Infant,Medical Supply Items,CONCEPT-SET
a4bcf206-669a-49b2-a242-ebc284b22879,,,Adhesive Tape-5cm x 1.9cm,,Medical supply,N/A,,,3,Adhesive Tape-5cm x 1.9cm,Medical Supply Items,CONCEPT-SET
af9b7446-8c3a-4792-8cc9-d6c980eba7bb,,,Gauze Dressing-4'' x 4'',,Medical supply,N/A,,,3,Gauze Dressing-4'' x 4'',Medical Supply Items,CONCEPT-SET
2465bc61-310c-47c4-b2f6-2172d6e1a562,,,Glove Examination Latex Powdered-Medium,,Medical supply,N/A,,,3,Glove Examination Latex Powdered-Medium,Medical Supply Items,CONCEPT-SET
a9102732-58d5-470b-8ece-57f9e7879454,,,Triage Tags-Dark,,Medical supply,N/A,,,3,Triage Tags-Dark,Medical Supply Items,CONCEPT-SET
fe24dc61-5972-4535-becb-56e1b61b7bb8,,,Triage Tags-Red,,Medical supply,N/A,,,3,Triage Tags-Red,Medical Supply Items,CONCEPT-SET
8d990e4e-9780-4fb6-be4e-a184c3520572,,,Triage Tags-Yellow,,Medical supply,N/A,,,3,Triage Tags-Yellow,Medical Supply Items,CONCEPT-SET
f36d81d1-e175-468b-9fee-7ded54897121,,,Conical Centrifuge Tubes-112mm x 17mm,,Medical supply,N/A,,,3,Conical Centrifuge Tubes-112mm x 17mm,Medical Supply Items,CONCEPT-SET
6607dde2-fc94-4b1f-a69a-f22fb504895c,,,Catheter for  Mucus Extractor-In pieces of different sizes,,Medical supply,N/A,,,3,Catheter for  Mucus Extractor-In pieces of different sizes,Medical Supply Items,CONCEPT-SET
1d53146d-d876-4685-9ff7-dc8fc9e89b06,,,Brush for Decontamination-small,,Medical supply,N/A,,,3,Brush for Decontamination-small,Medical Supply Items,CONCEPT-SET
1bfb2d29-c8e4-43ac-8220-35f61801e75e,,,Bucket 30L and Bowls-Plastic for Decontamination Instrument,,Medical supply,N/A,,,3,Bucket 30L and Bowls-Plastic for Decontamination Instrument,Medical Supply Items,CONCEPT-SET
af8b7db9-26c9-4e99-bb35-04c3a707e6fa,,,Glove Heavy  Duty Latex (Disposable)-small,,Medical supply,N/A,,,3,Glove Heavy  Duty Latex (Disposable)-small,Medical Supply Items,CONCEPT-SET
563afb4b-8ea4-483a-a7eb-1af28088baff,,,"Mortar and Pestle-100mm((dia)x45mm,Small",,Medical supply,N/A,,,3,"Mortar and Pestle-100mm((dia)x45mm,Small",Medical Supply Items,CONCEPT-SET
9090f2da-88d4-44f7-bb6e-4b64cdd16340,,,"Mortal and Pestle-160mm(dia) x75mm,Medium",,Medical supply,N/A,,,3,"Mortal and Pestle-160mm(dia) x75mm,Medium",Medical Supply Items,CONCEPT-SET
7b6c89ea-ad78-4374-be29-8a75ff01ca33,,,"Brush for Test Tube-19mm(dia) x 89mm,fan stayle tip",,Medical supply,N/A,,,3,"Brush for Test Tube-19mm(dia) x 89mm,fan stayle tip",Medical Supply Items,CONCEPT-SET
484ad613-a9e3-4859-a919-e547e3f08a30,,,Cover Slide-20x20mm Thickness 13 mm,,Medical supply,N/A,,,3,Cover Slide-20x20mm Thickness 13 mm,Medical Supply Items,CONCEPT-SET
3975df74-0e52-459f-9fbe-d054ab605121,,,Cover Glass slide Box-76x25x1mm,,Medical supply,N/A,,,3,Cover Glass slide Box-76x25x1mm,Medical Supply Items,CONCEPT-SET
33439757-f2f7-4e4b-86e0-6ff73b902c1c,,,Graduated Measuring Cylinder-250 ml,,Medical supply,N/A,,,3,Graduated Measuring Cylinder-250 ml,Medical Supply Items,CONCEPT-SET
7555bbc4-5998-48e4-8bc4-72999171fc9a,,,Graduated Measuring Cylinder-100 ml,,Medical supply,N/A,,,3,Graduated Measuring Cylinder-100 ml,Medical Supply Items,CONCEPT-SET
d8cf96dd-263d-4dd0-b94a-e5daaddfb67f,,,Graduated Measuring Cylinder,,Medical supply,N/A,,,3,Graduated Measuring Cylinder,Medical Supply Items,CONCEPT-SET
07a32479-9d68-4fde-a16b-888ac70b343d,,,Graduated Measuring Cylinder-500ml,,Medical supply,N/A,,,3,Graduated Measuring Cylinder-500ml,Medical Supply Items,CONCEPT-SET
3ece7063-8df2-4241-b170-76bdfe02bf83,,,"Jar-Glass,wide mouth,1000ml",,Medical supply,N/A,,,3,"Jar-Glass,wide mouth,1000ml",Medical Supply Items,CONCEPT-SET
ce33d501-0740-4bc1-9505-c51305adb98d,,,Graduated Measuring Cylinder-50ml,,Medical supply,N/A,,,3,Graduated Measuring Cylinder-50ml,Medical Supply Items,CONCEPT-SET
0e9bc325-35b9-493e-831a-6d2fc3438eb1,,,Graduated Measuring Cylinder-25ml,,Medical supply,N/A,,,3,Graduated Measuring Cylinder-25ml,Medical Supply Items,CONCEPT-SET
d21b5bda-1bd3-4904-9ff9-cf7260c29ed9,,,ESR graduated pipette-from 0 to 195mm with 1mm subdivision,,Medical supply,N/A,,,3,ESR graduated pipette-from 0 to 195mm with 1mm subdivision,Medical Supply Items,CONCEPT-SET
da4c95d4-87f3-4f60-952a-e06e2db65927,,,Contact activated blood lancet-Length:40mm,,Medical supply,N/A,,,3,Contact activated blood lancet-Length:40mm,Medical Supply Items,CONCEPT-SET
2924b51e-05b7-4da1-a149-365139c912da,,,"Micro Pipette Tips-10-100µl, Red",,Medical supply,N/A,,,3,"Micro Pipette Tips-10-100µl, Red",Medical Supply Items,CONCEPT-SET
f0e2ac51-22b7-4937-a73a-39076e53dd98,,,"Micro Pipette Tips-10-100µl, Yellow",,Medical supply,N/A,,,3,"Micro Pipette Tips-10-100µl, Yellow",Medical Supply Items,CONCEPT-SET
6736792b-0854-4b35-8ab4-af1e51cce827,,,Catheter  Umblical-3.5CH,,Medical supply,N/A,,,3,Catheter  Umblical-3.5CH,Medical Supply Items,CONCEPT-SET
b39b90f9-9ad5-431b-98c1-60e99b29056b,,,Aspirator-Nasal-Oral,,Medical supply,N/A,,,3,Aspirator-Nasal-Oral,Medical Supply Items,CONCEPT-SET
527e99d9-c463-481a-b3c2-1a2fad2f3a0b,,,Nasopharyngeal airways-5CH,,Medical supply,N/A,,,3,Nasopharyngeal airways-5CH,Medical Supply Items,CONCEPT-SET
09e07a50-5119-4e1e-a01f-dfd54035815c,,,Dental Cotton wool-N0. 2,,Medical supply,N/A,,,3,Dental Cotton wool-N0. 2,Medical Supply Items,CONCEPT-SET
adc11e26-c747-4ef4-8f8c-22427a070a0b,,,Mindray BS-200E - Cuvette,,Medical supply,N/A,,,3,Mindray BS-200E - Cuvette,Medical Supply Items,CONCEPT-SET
07f46a51-8e35-4cd8-a7af-4ba846d69939,,,Mindray BS-200E - Lamp,,Medical supply,N/A,,,3,Mindray BS-200E - Lamp,Medical Supply Items,CONCEPT-SET
cc3ff9e8-1b7e-4dce-87dc-31930d728b47,,,Mindray BS-200E - Probe,,Medical supply,N/A,,,3,Mindray BS-200E - Probe,Medical Supply Items,CONCEPT-SET
53a9e101-64e6-4f76-af38-86345dc6fc36,,,Biohazard Bag - 94cmx122cm,,Medical supply,N/A,,,3,Biohazard Bag - 94cmx122cm,Medical Supply Items,CONCEPT-SET
3bb6249b-eaef-4fa5-a68d-a0b4b04384eb,,,Colostomy Bag Adhesive Regulator Closed - 25cmx14cm 60mm Opening – Adult Opec Medium,,Medical supply,N/A,,,3,Colostomy Bag Adhesive Regulator Closed - 25cmx14cm 60mm Opening – Adult Opec Medium,Medical Supply Items,CONCEPT-SET
562d5501-897e-4727-97a5-5edb8b0bdc96,,,"Tube – Suction, Disposable – 15mmx2m",,Medical supply,N/A,,,3,"Tube – Suction, Disposable – 15mmx2m",Medical Supply Items,CONCEPT-SET
4cd4e6f5-c83e-47d7-a071-d3077e21a38c,,,"Conical Test Tube – Plastic, Graduated – 15ml",,Medical supply,N/A,,,3,"Conical Test Tube – Plastic, Graduated – 15ml",Medical Supply Items,CONCEPT-SET
3702fb19-b905-42f2-9d2c-5f70ce3decb9,,,"Flask - Erlenmeyer, Glass, Heat Resistant, 2Litre",,Medical supply,N/A,,,3,"Flask - Erlenmeyer, Glass, Heat Resistant, 2Litre",Medical Supply Items,CONCEPT-SET
8eebb39a-9675-48a7-a298-17a9638b60cc,,,"Capillary Tube, Hematocrite, Sodium Heparinized 80IU/ml, Red Top, 75mm Length, 20µ",,Medical supply,N/A,,,3,"Capillary Tube, Hematocrite, Sodium Heparinized 80IU/ml, Red Top, 75mm Length, 20µ",Medical Supply Items,CONCEPT-SET
2f40bd76-9838-41a4-90cc-237c53428bc0,,,Autoclave Indicator Tape - 1.9cmx5cm,,Medical supply,N/A,,,3,Autoclave Indicator Tape - 1.9cmx5cm,Medical Supply Items,CONCEPT-SET
3aa954f8-772c-4a27-8a49-999fe8fb5fa4,,,Oronasopharyngeal (Airway) Sterile-60mm,,Medical supply,N/A,,,3,Oronasopharyngeal (Airway) Sterile-60mm,Medical Supply Items,CONCEPT-SET
59779042-6927-42d4-878b-3067300fa749,,,Oronasopharyngeal (Airway) Sterile-90mm,,Medical supply,N/A,,,3,Oronasopharyngeal (Airway) Sterile-90mm,Medical Supply Items,CONCEPT-SET
ab670b53-049e-467f-9a09-5ab119faf73e,,,Oronasopharyngeal (Airway) Sterile-120mm,,Medical supply,N/A,,,3,Oronasopharyngeal (Airway) Sterile-120mm,Medical Supply Items,CONCEPT-SET
786fc7cd-a461-41c2-85d2-a122bad1869c,,,Oronasopharyngeal (Airway) Sterile-80mm,,Medical supply,N/A,,,3,Oronasopharyngeal (Airway) Sterile-80mm,Medical Supply Items,CONCEPT-SET
e42f580b-e2ef-4677-a2cb-4e6fd59b1f38,,,Polyglycolic acid absorbable braided violet-Gauge 1.0(5/0) 75cm on 13mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 1.0(5/0) 75cm on 13mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
c6c2ce4c-f7f7-4bce-9e30-ecb776547372,,,"Applicator Wooden Stick with Cotton Tip-2.2mm x 150mm – Individually Packed, Sterile",,Medical supply,N/A,,,3,"Applicator Wooden Stick with Cotton Tip-2.2mm x 150mm – Individually Packed, Sterile",Medical Supply Items,CONCEPT-SET
df506328-06e1-46e5-b945-059007c4b7b1,,,Trachoma Clap-small,,Medical supply,N/A,,,3,Trachoma Clap-small,Medical Supply Items,CONCEPT-SET
b01caebb-856f-4ce5-9d23-8cbc8b88a2ad,,,Trachoma Clap-large,,Medical supply,N/A,,,3,Trachoma Clap-large,Medical Supply Items,CONCEPT-SET
73474709-ff11-4476-bb38-0dac34dc13ef,,,Swap Disinfecting Imppreginated with Isopropyl Alchol-70%,,Medical supply,N/A,,,3,Swap Disinfecting Imppreginated with Isopropyl Alchol-70%,Medical Supply Items,CONCEPT-SET
2cdda7c6-c830-4641-8da2-fa6e2e6ca587,,,Adhesive Wound Plaster with Absorbent Anticeptic pad individually packed-2 size,,Medical supply,N/A,,,3,Adhesive Wound Plaster with Absorbent Anticeptic pad individually packed-2 size,Medical Supply Items,CONCEPT-SET
653e2788-ef81-4122-b114-8aa83b158a14,,,Adhesive Plaster Zinc Oxide-2.5cmx10m,,Medical supply,N/A,,,3,Adhesive Plaster Zinc Oxide-2.5cmx10m,Medical Supply Items,CONCEPT-SET
35998fec-2e2c-4779-8c10-0ea3704eedd8,,,Sysmex XP-300 - Thermal Printing Paper,,Medical supply,N/A,,,3,Sysmex XP-300 - Thermal Printing Paper,Medical Supply Items,CONCEPT-SET
7f4d32e6-b667-4086-91b3-0e5fd975dbbc,,,"Microscope Slide - 27x75mm, 1.2mm Thickness - Frosted",,Medical supply,N/A,,,3,"Microscope Slide - 27x75mm, 1.2mm Thickness - Frosted",Medical Supply Items,CONCEPT-SET
1c36771c-ba83-43d7-8621-673cba38dfbb,,,"Microscope Slide - 27x75mm, 1.2mm Thickness",,Medical supply,N/A,,,3,"Microscope Slide - 27x75mm, 1.2mm Thickness",Medical Supply Items,CONCEPT-SET
eefadaed-6d4b-4df5-b8b0-e8fe948664de,,,Micropipette Tips - 10-200µl,,Medical supply,N/A,,,3,Micropipette Tips - 10-200µl,Medical Supply Items,CONCEPT-SET
d1f4dd9b-12d1-4f54-add7-638c35a4b13c,,,Micropipette Tips - 200-1000µl,,Medical supply,N/A,,,3,Micropipette Tips - 200-1000µl,Medical Supply Items,CONCEPT-SET
dd56234f-cd32-4b64-ada5-a357e203fe5b,,,"Sealer - Capillary Tube, 2mm Thickness",,Medical supply,N/A,,,3,"Sealer - Capillary Tube, 2mm Thickness",Medical Supply Items,CONCEPT-SET
b93791f0-0da4-4658-af02-704227122d64,,,"Pasteur Pipette – 3ml, Non-sterile, Plastic",,Medical supply,N/A,,,3,"Pasteur Pipette – 3ml, Non-sterile, Plastic",Medical Supply Items,CONCEPT-SET
c2406ea9-9b5b-4d6e-bc73-4b57bbe448f3,,,"Biohazard Bags - Disposable, Orange - 32x34Inch",,Medical supply,N/A,,,3,"Biohazard Bags - Disposable, Orange - 32x34Inch",Medical Supply Items,CONCEPT-SET
bf9df952-98b6-487b-a3da-9709a592bfc0,,,DxC 700 AU/ Unicel DxI 800 - Carbon Powder Filter,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - Carbon Powder Filter,Medical Supply Items,CONCEPT-SET
2ba8d4ad-a79d-4877-8218-b82b91df1c4f,,,DxC 700 AU/ Unicel DxI 800 - Micron Filter with Antibacterial,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - Micron Filter with Antibacterial,Medical Supply Items,CONCEPT-SET
f9d6ec54-aff8-4f43-a30d-4a29cc69b53b,,,DxC 700 AU/ Unicel DxI 800 - Improved GAC,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - Improved GAC,Medical Supply Items,CONCEPT-SET
6043212a-f28d-42ed-a6b9-b734b1c6048b,,,DxC 700 AU/ Unicel DxI 800 - LC 177 Protek L1,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - LC 177 Protek L1,Medical Supply Items,CONCEPT-SET
51456446-fcf4-454a-9689-8d29927c2d42,,,DxC 700 AU/ Unicel DxI 800 - LC 174 Protek L1,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - LC 174 Protek L1,Medical Supply Items,CONCEPT-SET
93bd29a0-9acf-4f91-9f75-30f2d1cd5427,,,DxC 700 AU/ Unicel DxI 800 - LC 174 MEDPURE Cartridge,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800 - LC 174 MEDPURE Cartridge,Medical Supply Items,CONCEPT-SET
e022608d-b231-4b0f-ad77-92502edf489b,,,DxC 700 AU/ Unicel DxI 800  - Peristatic Tubing - Roller Pump,,Medical supply,N/A,,,3,DxC 700 AU/ Unicel DxI 800  - Peristatic Tubing - Roller Pump,Medical Supply Items,CONCEPT-SET
c4c50f71-a2ac-4ff6-9d7b-f8d195e5a27a,,,Gauze Dressing - 5cmx4cm,,Medical supply,N/A,,,3,Gauze Dressing - 5cmx4cm,Medical Supply Items,CONCEPT-SET
e85dde16-6e6e-405a-a181-3c9a9566c635,,,Cobas C 311 - Reference Electrode,,Medical supply,N/A,,,3,Cobas C 311 - Reference Electrode,Medical Supply Items,CONCEPT-SET
0f74bad1-979f-437e-bc63-7182b47f3c36,,,Cobas 6000 - Reference Electrode,,Medical supply,N/A,,,3,Cobas 6000 - Reference Electrode,Medical Supply Items,CONCEPT-SET
5bfcd429-6ad9-4d03-a613-4237a1b21309,,,ANGIO DIAGNOSTIC CATHETER-5FR JR 3.5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-5FR JR 3.5,Medical Supply Items,CONCEPT-SET
398ac08e-5247-46ed-91a0-0d2054a27794,,,ANGIO DIAGNOSTIC CATHETER-5FR  JR 4,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-5FR  JR 4,Medical Supply Items,CONCEPT-SET
953cdf49-ac09-4f77-8718-cd4b548f8fd4,,,ANGIO DIAGNOSTIC CATHETER-5FR×100CM  MPA 1,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-5FR×100CM  MPA 1,Medical Supply Items,CONCEPT-SET
5cba8990-a84d-48d7-a643-eccd2e52e812,,,ANGIO DIAGNOSTIC CATHETER-5FR  PIGTAIL,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-5FR  PIGTAIL,Medical Supply Items,CONCEPT-SET
a23bbf0e-3526-4c3e-b510-58fba03310c1,,,ANGIO DIAGNOSTIC CATHETER-Radial 5FR  4.0,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-Radial 5FR  4.0,Medical Supply Items,CONCEPT-SET
48aad661-51e6-4139-ba6b-8ca3f818b0f8,,,ANGIO DIAGNOSTIC CATHETER-Radial 5FR  3.5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-Radial 5FR  3.5,Medical Supply Items,CONCEPT-SET
4da6d2c5-8655-484a-8ace-bf81a021de7d,,,ANGIO DIAGNOSTIC CATHETER-Radial 6FR  4.0,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-Radial 6FR  4.0,Medical Supply Items,CONCEPT-SET
4efe2b56-422b-482f-95b9-acc9655de085,,,ANGIO DIAGNOSTIC CATHETER-Radial 6FR  3.5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-Radial 6FR  3.5,Medical Supply Items,CONCEPT-SET
e870ed9a-333c-4407-8435-b384fa9dc542,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JR 3.5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JR 3.5,Medical Supply Items,CONCEPT-SET
5678e841-7c7a-4e34-b6b7-c7cc5de1eb79,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JR 4,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JR 4,Medical Supply Items,CONCEPT-SET
f4964488-0046-4a43-893f-3614e9a1bf6a,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 3.5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 3.5,Medical Supply Items,CONCEPT-SET
5942deb8-06e6-4f7e-9d3a-ceb7ec22019d,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 4,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 4,Medical Supply Items,CONCEPT-SET
98c586d4-201e-4d0b-940b-a1d87ab0b2f6,,,ANGIO DIAGNOSTIC CATHETER-5FR × 100CM – JL 4,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-5FR × 100CM – JL 4,Medical Supply Items,CONCEPT-SET
f120a7a1-08ee-42ee-801a-acd4a06253be,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 5,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – JL 5,Medical Supply Items,CONCEPT-SET
73f00640-d022-451a-8627-c0e3d477c572,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – AL I,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – AL I,Medical Supply Items,CONCEPT-SET
94aa3b0a-a0ef-4ccb-b58e-79d4d0dd1b98,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – AL II,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – AL II,Medical Supply Items,CONCEPT-SET
fc52f491-d865-47d9-bc15-e3315315a2f7,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – MPA 2,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – MPA 2,Medical Supply Items,CONCEPT-SET
2453bfa2-fd8c-4634-a63d-53ca80da8d59,,,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – PIGTAIL,,Medical supply,N/A,,,3,ANGIO DIAGNOSTIC CATHETER-6FR × 100CM – PIGTAIL,Medical Supply Items,CONCEPT-SET
414b8d01-3e49-4712-8836-fbc5b70bef39,,,Tube Connector Y-connector,,Medical supply,N/A,,,3,Tube Connector Y-connector,Medical Supply Items,CONCEPT-SET
38176cd9-e78b-4637-a8d7-0641bede9a23,,,Tube Connector Straight,,Medical supply,N/A,,,3,Tube Connector Straight,Medical Supply Items,CONCEPT-SET
2d12357c-b323-43bf-ab6f-3d5a6a88bf14,,,Three-way stop cock,,Medical supply,N/A,,,3,Three-way stop cock,Medical Supply Items,CONCEPT-SET
79fee4bf-5a9a-409e-affb-fad65cb107cb,,,Suction catheter 8F,,Medical supply,N/A,,,3,Suction catheter 8F,Medical Supply Items,CONCEPT-SET
01ca4671-dc4a-42b5-b46f-8c49d3336634,,,Temporary pacing wires,,Medical supply,N/A,,,3,Temporary pacing wires,Medical Supply Items,CONCEPT-SET
e8958413-675b-4683-a8fd-ffd37ee03580,,,Suction catheter 12F,,Medical supply,N/A,,,3,Suction catheter 12F,Medical Supply Items,CONCEPT-SET
f3316b03-d7af-4a6d-8ca7-dd2925faeae1,,,Suction catheter 10F,,Medical supply,N/A,,,3,Suction catheter 10F,Medical Supply Items,CONCEPT-SET
6fe49343-26fb-4595-8456-122bc5fcde42,,,Sterile gown-XL size,,Medical supply,N/A,,,3,Sterile gown-XL size,Medical Supply Items,CONCEPT-SET
