Uuid,Void/Retire,Concept,Member,Member Type,Sort Weight
166aaf05-e1d5-4d85-9d5f-37ec16029001,,Medical Supply Items,Cat Gut Chromic Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,1042
0e56051c-64af-45ba-a2a0-800f5e3bc4d3,,Medical Supply Items,Mersilk Braided Black Gauge 3.5(0) 75cm on 32 mm ½ Circle Round Bodied Needle,CONCEPT-SET,1043
cde9ea28-d70a-41c8-84b5-4a5e7bedc950,,Medical Supply Items,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 33mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,1044
93972500-523e-4400-9396-de0fd093b772,,Medical Supply Items,Mersilk Braided Black Gauge 5.0(2) 75cm on 38mm 1/2 Circle Round Body Needle,CONCEPT-SET,1045
1efb5577-833d-421e-ba36-1a6505b7dd37,,Medical Supply Items,Mersilk Braided Black Gauge 6.0(3) 75cm on 40mm on 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,1046
fb0fa254-1033-4e12-b8da-5284e41cc50f,,Medical Supply Items,Spinal Needle 10cm 26G,CONCEPT-SET,1047
429aad9d-2b51-4cde-b4b4-fedba1691624,,Medical Supply Items,Spinal Needle 6cm 22G,CONCEPT-SET,1048
d85a2a63-96c0-41a0-8da4-799e4be44d09,,Medical Supply Items,Spinal Needle 6cm 23G,CONCEPT-SET,1049
35079e81-5477-4e09-ac57-a7ea787d59a0,,Medical Supply Items,Spinal Needle 6cm 24G,CONCEPT-SET,1050
dcad3c6f-cc48-4bb6-9f41-8d903ccdefac,,Medical Supply Items,Catheter Suction 18CH,CONCEPT-SET,1051
2f83e8a0-d0bd-4727-8c8c-4420077d0459,,Medical Supply Items,Catheter Suction 26CH,CONCEPT-SET,1052
f2ad21d8-c7c6-4e51-b586-400f7a24a0e7,,Medical Supply Items,Spinal Needle 8cm 22G,CONCEPT-SET,1053
5ba323f3-d637-4515-b8e1-e381b4606d8f,,Medical Supply Items,Spinal Needle 8cm 23G,CONCEPT-SET,1054
7cb3126e-fe69-49cf-a550-28b78823d907,,Medical Supply Items,Spinal Needle 8cm 24G,CONCEPT-SET,1055
abc263fb-715e-4ab3-b2bb-5d427de605b2,,Medical Supply Items,Cerclage Wire 1.0 Diameter with 10m length,CONCEPT-SET,1056
f3b3c130-3ab4-4d52-a31e-049dcb59fd36,,Medical Supply Items,Cerclage Wire 1.4 Diameter with 10m length,CONCEPT-SET,1057
3e97c6a6-8c68-4dcb-9c16-a5f2114850f8,,Medical Supply Items,Cerclage Wire 1.8 Diameter with 10m length,CONCEPT-SET,1058
c61d1d7b-2300-4958-9f64-16ec6aee0370,,Medical Supply Items,K wire 0.8mm Diameter with 15cm length,CONCEPT-SET,1059
9e60b9e7-6a75-46e0-9b0c-0c48c3e9ab21,,Medical Supply Items,K wire 1.2mm Diameter with 15cm length,CONCEPT-SET,1060
a4863340-f2fc-492c-8897-8870d6b93ac2,,Medical Supply Items,K wire 1.6mm Diameter with 25cm length,CONCEPT-SET,1061
f8ac4757-2ed7-488c-b535-fe3b1b292a78,,Medical Supply Items,K wire 2.0mm Diameter with 25cm length,CONCEPT-SET,1062
39115f69-edc6-497d-93ac-fd3f9bb55a5f,,Medical Supply Items,K wire 2.6mm Diameter with 50cm length,CONCEPT-SET,1063
ce3ae93c-cce3-4eba-9964-b42a841d5f61,,Medical Supply Items,Naso Gastric Tube Sterile Adult 24CH,CONCEPT-SET,1064
90450670-8f3b-4b3c-bef4-f707114a0f73,,Medical Supply Items,Naso Gastric Tube Sterile Adult 26CH,CONCEPT-SET,1065
0d691082-24a5-4924-b2b9-89f41718bdd9,,Medical Supply Items,T Tube 16G,CONCEPT-SET,1066
16e05e34-00b7-4e22-81c4-638cf6e81c23,,Medical Supply Items,T Tube 14G,CONCEPT-SET,1067
4caefd55-97ee-400a-9e64-6340290fca99,,Medical Supply Items,Dental Needle No 5,CONCEPT-SET,1068
d540add0-29cc-4717-a254-395e76fe0e12,,Medical Supply Items,Dental Needle No 26,CONCEPT-SET,1069
b3ac4940-58c3-4dd9-b751-6346505d39ed,,Medical Supply Items,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 20mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,1070
af5d7ff0-de11-4989-81ab-0f6555225043,,Medical Supply Items,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 6.5mm 3/8 Circle round Bodied Spatula Single Armed Needle,CONCEPT-SET,1071
655126b0-206e-4969-8604-b54dfbc8a290,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 5.0(2) 75cm on 40mm ½ Circle Round Bodied Needle,CONCEPT-SET,1072
615129fb-f483-48e5-9582-bc426241d1ed,,Medical Supply Items,Dental Wire No 5,CONCEPT-SET,1073
90915638-0ef8-4334-82f9-09fa05ae0625,,Medical Supply Items,Dental Wire No 26,CONCEPT-SET,1074
036c7d9f-4187-46ad-9ff1-0a76fc27e9d1,,Medical Supply Items,Infant Quikheel Safety Lancet 1.0mm x 2.5mm,CONCEPT-SET,1075
5130ab12-18c1-40c9-92c7-54ff4981910e,,Medical Supply Items,Microtainer Tube K2EDTA,CONCEPT-SET,1076
3d1bbfcb-1deb-4f32-a30f-1dacd7ed198c,,Medical Supply Items,"Lab Wipe Poly,15x16.75in",CONCEPT-SET,1077
229540cc-d771-4573-8d57-ea4909cf55e1,,Medical Supply Items,Polyamide Monofilament Gauge 0.2 (10/0) 38cm on 6mm 3/8 Circle Spatula Single Armed Rounded Needle,CONCEPT-SET,1078
4000756f-bb4c-48f9-951e-5e050b01129f,,Medical Supply Items,Naso Gastric Tube Sterile Adult 20CH,CONCEPT-SET,1079
7c9646a2-4cc3-4226-8c15-0bdf6fc93e46,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,1080
403607a7-8233-4c6a-a47f-2f9d281ee9cf,,Medical Supply Items,Slide Box,CONCEPT-SET,1081
937b2996-0d63-4793-a6fd-dc1cf6a4edf5,,Medical Supply Items,"Sputum Cup plastic,100ml",CONCEPT-SET,1082
f3ad3777-932c-49c4-8d21-89bbbc2c8d1e,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 0.7(6/0) 30cm on 12mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,1083
3911846e-8023-466a-8da4-c2d49161a1a9,,Medical Supply Items,"Blood Collecting Tube Serum Separator, 4ml",CONCEPT-SET,1084
c3bddca3-83f7-4f64-8d3f-5bc331b2c5c1,,Medical Supply Items,Special Marker Pen for Strips,CONCEPT-SET,1085
68e405f9-3355-44c2-b20d-7565c6b0edcf,,Medical Supply Items,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 27mm ½ Circle Reverse Cutting Needle,CONCEPT-SET,1086
9d66d206-96dd-4fca-9fad-8f1e4e75affa,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0) 45cm on 13mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,1087
76541182-4eb3-4805-8461-f49a369c85b4,,Medical Supply Items,Tracheostomy Tube Metallic with 90 degree curvature size 7.0,CONCEPT-SET,1088
91bf5ac3-641f-4697-a553-509d24b11ef2,,Medical Supply Items,MTB PCR Workstation UV Light,CONCEPT-SET,1089
88567c66-271e-4fec-beb1-c27642f78d4a,,Medical Supply Items,MTB Desktop freeze storage box with Lid for 0.2ml PCR tubes,CONCEPT-SET,1090
07443dea-8204-4c6d-91e0-7171c8398056,,Medical Supply Items,MTB Mechanical Pipette Aids,CONCEPT-SET,1091
d5c03cb1-eced-4ded-91f7-715bb6a7dbb3,,Medical Supply Items,MTB Dispenser for disinfectants/soap,CONCEPT-SET,1092
99b3bdd5-5c87-4ccd-807d-603f3305affd,,Medical Supply Items,MTB Paper Towel Box,CONCEPT-SET,1093
bb90c90c-dade-479e-adba-99c0acf70dea,,Medical Supply Items,MTB Goggles,CONCEPT-SET,1094
da296dc5-e7c2-42c3-86c7-180f0c6cee94,,Medical Supply Items,MTB Firs Aid Kit,CONCEPT-SET,1095
9e52885e-1db2-4ce9-b9cc-c68712f04ecd,,Medical Supply Items,MTB Funnel Stainless steel discard,CONCEPT-SET,1096
eefdeabe-1a5e-428a-8c9e-f223729f196e,,Medical Supply Items,MTB Caped Glass Tubes,CONCEPT-SET,1097
01a4caaf-9c33-48a2-8a8e-50456a7da557,,Medical Supply Items,MTB Set of Spatula,CONCEPT-SET,1098
ee3f6aeb-1bc6-4e91-9179-f6de7e60c444,,Medical Supply Items,MTB Floating Rack,CONCEPT-SET,1099
dbc8549f-a40c-4f40-bf28-9d52bb233806,,Medical Supply Items,MTB Racks with Lids,CONCEPT-SET,1100
01f62335-9dd9-43b7-9d60-e5bcec81d09d,,Medical Supply Items,MTB Disposable Loops 10 µl,CONCEPT-SET,1101
0f5b6f33-522e-4f36-b543-49ebb36da9a2,,Medical Supply Items,MTB Racks Desinfectable / Autoclavable for 1.5/2 ml tubes,CONCEPT-SET,1102
e07fc4e4-1da1-4039-89c3-7b1298e3375f,,Medical Supply Items,MTB Safety Box for Liquid,CONCEPT-SET,1103
fdae7801-b412-4c8d-b64b-63ad1384bebd,,Medical Supply Items,MTB Waste Container for Liquid,CONCEPT-SET,1104
c2c2f7a2-a1c9-4660-b0eb-aab047fadffd,,Medical Supply Items,MTB Waste Container for Solid,CONCEPT-SET,1105
6262081c-be31-4ae9-9f7e-c9cb317b874e,,Medical Supply Items,MTB Racks for 1 Channel Pipette 4 Positions,CONCEPT-SET,1106
297b225f-5b3f-4ffb-b577-a4593c0fb4d0,,Medical Supply Items,MTB Culture Tubes with Screw cap,CONCEPT-SET,1107
7f1b98f7-c1c3-4273-88c2-62d48b2f2a63,,Medical Supply Items,"MTB Cryo Vial Sterile with cap, 1.5ml",CONCEPT-SET,1108
108a841e-7b90-4d81-8fa8-ab9ad58596e8,,Medical Supply Items,MTB Transparent Polypropylene Bag,CONCEPT-SET,1109
3c3a8f5b-9a2d-4dc0-8eec-96d11a067805,,Medical Supply Items,MTB Filter Paper round 185mm,CONCEPT-SET,1110
8e2723b8-5339-458a-a2cc-103bd923a59b,,Medical Supply Items,MTB Marker Pen,CONCEPT-SET,1111
4f15c5bf-7282-475a-87a4-0fdf7d4e577d,,Medical Supply Items,MTB Adhesive labels,CONCEPT-SET,1112
c835fa05-7fb8-4647-97c8-d3e7c40c6bdb,,Medical Supply Items,MTB Cryo tags,CONCEPT-SET,1113
b35e8c6b-38af-4fc6-8977-d33a05d1237f,,Medical Supply Items,MTB Aluminium foil,CONCEPT-SET,1114
daa0bc5c-a084-4da7-8980-44eaffe4c695,,Medical Supply Items,MTB Tube Brush,CONCEPT-SET,1115
69854564-cb4e-45bf-bc96-7f71a3d63661,,Medical Supply Items,MTB Masks FFP2 (N95) 3M 9320,CONCEPT-SET,1116
f0c6cf6a-2773-4814-90bd-00e48f2a9f1f,,Medical Supply Items,MTB Liquid soap,CONCEPT-SET,1117
3766f11a-2a78-44f3-9113-99f7fa2a7dea,,Medical Supply Items,MTB Spray Head and 1L Bottels,CONCEPT-SET,1118
f3f5a6e6-5021-4a96-835a-21dfd7767c0c,,Medical Supply Items,MTB Plastic Bag made from PP,CONCEPT-SET,1119
60f08239-3c82-4c83-b9c1-f7e6135fd26c,,Medical Supply Items,MTB Paper Towel single use,CONCEPT-SET,1120
f3293743-ec30-4e60-9ec0-b4ff055f92f2,,Medical Supply Items,MTB Waste Container for Sharps,CONCEPT-SET,1121
03d9e270-83b5-49cd-9ca1-4a181632c842,,Medical Supply Items,MTB PCR Tube,CONCEPT-SET,1122
9a46862f-71a0-47af-a900-6177f2880bc3,,Medical Supply Items,MTB Rack for 50ml PP Tubes,CONCEPT-SET,1123
bb399d44-c9bb-4ba2-8aab-fd816a9f571e,,Medical Supply Items,MTB Filter Paper Sheets,CONCEPT-SET,1124
0b261c25-8145-4d0b-9125-9b6435580da6,,Medical Supply Items,MTB Standard Reaction Tubes 1.5ml,CONCEPT-SET,1125
524be3d3-bab5-433e-8994-68bc2782ea18,,Medical Supply Items,MTB Standard Reaction Tubes 2ml,CONCEPT-SET,1126
51f66520-127d-47e3-83cb-afce193f8b65,,Medical Supply Items,MTB Slanted Racks,CONCEPT-SET,1127
c5b4e9ef-a50b-41ea-baf7-633e2b07f9f1,,Medical Supply Items,MTB Rack for 15ml PP Tubes Universal Test Tube Rack 17mm,CONCEPT-SET,1128
efabe4ac-3b0f-47ec-819c-d46307379b66,,Medical Supply Items,MTB Shoe Cover,CONCEPT-SET,1129
77affa70-5145-4bb1-a8a4-8788cd4a6ef3,,Medical Supply Items,MTB Hair Cover,CONCEPT-SET,1130
04881f6f-ce5a-4c64-9739-d25f9a0d877d,,Medical Supply Items,MTB Deep Freezer Thermometer,CONCEPT-SET,1131
38eb17af-7f03-4d51-9709-0051fd912324,,Medical Supply Items,MTB Plastic Bag 30L,CONCEPT-SET,1132
800ec65a-9d57-4fc3-aa32-6b91b3d526c4,,Medical Supply Items,MTB Plastic Bag Stand 30L,CONCEPT-SET,1133
b806188d-55e2-4c32-9e59-62dc7b4c892e,,Medical Supply Items,MTB Thermometer for Oven,CONCEPT-SET,1134
007e7fcb-c898-428b-b581-d9750d1425d0,,Medical Supply Items,MTB 4 Way Microtube Rack Rack 15ml/50ml,CONCEPT-SET,1135
07f12789-b10d-4e53-9c71-852d358fc970,,Medical Supply Items,MTB Rack Heat Resistant for Cryo Vial 1.5ml Modular Heating Blocks,CONCEPT-SET,1136
9fed792f-4f32-4096-aaa5-cd69d2f02318,,Medical Supply Items,MTB Calibrated Thermometer,CONCEPT-SET,1137
ad8da62b-8099-47fb-bd85-eb731cbd0b7a,,Medical Supply Items,MTB Battery Pack for UPS 3000 VA,CONCEPT-SET,1138
2df98e19-680d-4244-ba45-204614e71d65,,Medical Supply Items,MTB Desktop Deep freeze storage box with Lid for 1.5ml Cryovial Plastic,CONCEPT-SET,1139
b500223b-e778-461e-9f58-547d6cf9725f,,Medical Supply Items,MTB Surgical Gown Cotton M,CONCEPT-SET,1140
98cd601b-f8eb-4a12-8153-aee31c90612b,,Medical Supply Items,MTB Surgical Gown Cotton L,CONCEPT-SET,1141
418a55f8-a5c1-4460-bcb3-b425f10db818,,Medical Supply Items,MTB Disposable Nitril Glove size 6 7,CONCEPT-SET,1142
e5e6e94e-897e-403a-b490-9049765e57a3,,Medical Supply Items,MTB Disposable Nitril Glove Size 7 8,CONCEPT-SET,1143
0db321f9-a288-427a-a554-057bbef13846,,Medical Supply Items,MTB Laboratory Coat Cotton M,CONCEPT-SET,1144
9f4ff83a-ba99-4167-84cf-329a3ee400ed,,Medical Supply Items,MTB Marker Pen for PCR Tubes,CONCEPT-SET,1145
5ada6f8c-aa08-4b34-a1c7-9c857a056688,,Medical Supply Items,MTB Special PH Indicator Strips,CONCEPT-SET,1146
5009c619-80f0-44af-af11-507be405976b,,Medical Supply Items,"MTB Forceps, Individually wrap, Sterile",CONCEPT-SET,1147
7ca82bfd-8ff2-4537-9c99-815f58787128,,Medical Supply Items,MTB Magnetic Bars Set of 12,CONCEPT-SET,1148
9f484717-a47c-4d58-8b53-0d00c4034a94,,Medical Supply Items,MTB Laboratory Coat Cotton S,CONCEPT-SET,1149
eb6e0043-a1bf-4475-96dc-38b05669edbb,,Medical Supply Items,MTB Magnetic Bars,CONCEPT-SET,1150
348599f8-b21e-4c39-85a7-ddf8aec54d88,,Medical Supply Items,"MTB Cryo Vial, Sterile with cap 2ml",CONCEPT-SET,1151
49d952a1-b53c-4a22-bced-aa220ca350a1,,Medical Supply Items,Radiometer ABX800 Yearly Service Kit,CONCEPT-SET,1152
d299e49b-4697-4c94-b2ff-a77d7f37c0e3,,Medical Supply Items,Radiometer ABX800 AutoCheck Holder for Manual Transfer of AutoCheck,CONCEPT-SET,1153
d322ca40-24bb-457a-b853-b64a92eccebe,,Medical Supply Items,Radiometer ABX800 AutoCheck Carousel for AutoCheck Ampoules,CONCEPT-SET,1154
725ba514-72a7-4e32-8934-5e9cf137cf3e,,Medical Supply Items,Radiometer ABX800 Valve Key for Cylinder,CONCEPT-SET,1155
dfbcb7a5-54db-4444-95ce-aa152f33cb99,,Medical Supply Items,Radiometer ABX800 Dummy Electrode,CONCEPT-SET,1156
db88a090-5310-43ae-83c2-ae5773768baa,,Medical Supply Items,Radiometer ABX800 Fan Filter,CONCEPT-SET,1157
44eb6329-44a5-4e5a-9dca-e2913de7c066,,Medical Supply Items,Radiometer ABX800 Inlet Gasket,CONCEPT-SET,1158
4daf87ea-bf2a-4360-b5a7-f62b3e8d8834,,Medical Supply Items,Radiometer ABX800 Pump Tube for Electrode Modules,CONCEPT-SET,1159
ab1f8b53-2671-413b-a1ad-832f0feb3ece,,Medical Supply Items,Radiometer ABX800 Pump Tube for Solution Pump,CONCEPT-SET,1160
9726e347-f3e9-4fc0-9bc9-6587c7109c8e,,Medical Supply Items,Radiometer ABX800 Pump Tube for Waste Pump,CONCEPT-SET,1161
15248801-c5ee-4ca7-a428-df8c275eebe4,,Medical Supply Items,Radiometer ABX800 Reference Electrode,CONCEPT-SET,1162
b4b061fd-5b37-41fd-a233-edbdcaa8ff74,,Medical Supply Items,Radiometer ABX800 pCO2 Electrode,CONCEPT-SET,1163
abd9d89f-402e-420a-a6ed-18a5492e3036,,Medical Supply Items,Radiometer ABX800 pO2 Electrode,CONCEPT-SET,1164
bc1eca12-5825-4cb6-af5e-0be8c944724b,,Medical Supply Items,Radiometer ABX800 PH Electrode,CONCEPT-SET,1165
3a760a11-edf5-4848-8bed-63fe835c99f9,,Medical Supply Items,Radiometer ABX800 Cl Electrode,CONCEPT-SET,1166
7a3cb7ca-c6d4-4f98-8578-ea90899a8289,,Medical Supply Items,Radiometer ABX800 K Electrode,CONCEPT-SET,1167
854d9252-f914-4fb7-8742-2f2c2e5a2d8d,,Medical Supply Items,Radiometer ABX800 Ca Electrode,CONCEPT-SET,1168
e766792a-1971-47ef-af18-1e880b3d2a4d,,Medical Supply Items,Radiometer ABX800 Na Electrode,CONCEPT-SET,1169
080d403a-f240-44a3-842d-5491d24a3527,,Medical Supply Items,Radiometer ABX800 Glucose Electrode,CONCEPT-SET,1170
ef7a87e8-646b-4655-b359-c37ddf117cb8,,Medical Supply Items,Radiometer ABX800 Lactate Electrode,CONCEPT-SET,1171
2b5d9b95-6fda-429f-acca-64826f4a4ce6,,Medical Supply Items,Radiometer ABX800 Calibration Gas 2 On Board Gas Bottle,CONCEPT-SET,1172
d9f716b2-d131-415c-a212-abc7da8da560,,Medical Supply Items,Radiometer ABX800 22Gx25mm Arterial Blood Sampler with 22Gx25mm Needle,CONCEPT-SET,1173
a090a036-1a8f-4250-a29c-c96d2587de8f,,Medical Supply Items,Radiometer ABX800 Calibration Gas 2 10 bar On Board Gas Bottle,CONCEPT-SET,1174
eb3ecef2-2343-42f9-abec-38453b0e526e,,Medical Supply Items,Radiometer ABX800 Reference Membrane,CONCEPT-SET,1175
f7ca94ac-aaf3-45ea-90df-bd34c1c1e6e3,,Medical Supply Items,Radiometer ABX800 pCO2 Membrane Box,CONCEPT-SET,1176
34b7bf26-d7aa-4a35-9f5a-38b01986ad0c,,Medical Supply Items,Radiometer ABX800 pO2 Membrane Box,CONCEPT-SET,1177
f574c8f1-c0d4-4fff-b9ad-057b5e52ecf2,,Medical Supply Items,Radiometer ABX800 Cl Membrane Box,CONCEPT-SET,1178
fc2f9765-b18b-4908-bd34-5d0e9f34122f,,Medical Supply Items,Radiometer ABX800 K Membrane Box,CONCEPT-SET,1179
646641ee-b7c8-4daa-8608-0f9d29cdd7b0,,Medical Supply Items,Radiometer ABX800 Ca Membrane Box,CONCEPT-SET,1180
7941f8ee-54a2-4567-bbef-28ba491c6a62,,Medical Supply Items,Radiometer ABX800 Na Membrane Box,CONCEPT-SET,1181
310cc2d1-455c-4898-9b5e-1aaf16791084,,Medical Supply Items,Radiometer ABX800 Glucose Membrane Box,CONCEPT-SET,1182
ff2b8376-5428-4150-945f-fe8f70fbf160,,Medical Supply Items,Radiometer ABX800 Lactate Membrane Box,CONCEPT-SET,1183
52c97639-068c-460d-943f-b02bc3f0769d,,Medical Supply Items,Radiometer ABX800 Disposable Waste Container,CONCEPT-SET,1184
a7b8c387-b361-4e09-a96d-bb57b6e176cd,,Medical Supply Items,Radiometer ABX800 Thermal Paper,CONCEPT-SET,1185
b86130fb-2a75-4559-839e-d877052f937b,,Medical Supply Items,Radiometer ABX800 Calibration Gas 1 On Board Gas Bottle,CONCEPT-SET,1186
53754e6c-b3ed-4a1e-b572-641c0d91ddb3,,Medical Supply Items,Endotracheal Tube Sterile Cuffed 10CH,CONCEPT-SET,1187
88cd5f87-b27b-48e2-9d74-e2402e2f1780,,Medical Supply Items,UniCel DxH Slide Maker Stainer SMS Slides,CONCEPT-SET,1188
d75acd6e-d53d-4412-bcd9-2ec5403674ea,,Medical Supply Items,Cobas C 311 Sample Cup,CONCEPT-SET,1189
854fd5d0-f8fe-4d5e-86b5-4e3383700540,,Medical Supply Items,Cobas C 311 Halogen Lamp 12V/50W,CONCEPT-SET,1190
9c452242-0df9-4e40-9e3f-3ea8fcaaaed2,,Medical Supply Items,Cobas C 311 Micro Sample Cup 13/16,CONCEPT-SET,1191
31705184-ec5d-4412-b7ae-f6a2eac6d69f,,Medical Supply Items,Cobas C 311 Sipper Nozzle,CONCEPT-SET,1192
5947b24b-afe7-4a66-bc99-a1b803848936,,Medical Supply Items,Cobas C 311 Sipper Tube,CONCEPT-SET,1193
b3aff18c-af4f-44d8-8ced-726e1ae2c407,,Medical Supply Items,Cobas C 311 Cell Set,CONCEPT-SET,1194
a6bd9232-06d2-4a48-9132-a1e4744834bc,,Medical Supply Items,Cobas 6000 CalSet Vial,CONCEPT-SET,1195
5bbb2059-8cba-4f68-b37b-b8d0de835996,,Medical Supply Items,Cobas 6000 Assay Tip,CONCEPT-SET,1196
3a6f614b-8b7f-4948-80eb-0e93fac6c223,,Medical Supply Items,Cobas 6000 Sample Cup,CONCEPT-SET,1197
03ffce77-1ee6-463f-aa8c-75a63c8e87a8,,Medical Supply Items,Cobas 6000 Multi Pack,CONCEPT-SET,1198
15f01739-c4d4-4dde-949b-d97b7accfa13,,Medical Supply Items,Cobas 6000 PC/CC Cup,CONCEPT-SET,1199
613c2983-e9dc-44cc-b4cb-d85bb62265aa,,Medical Supply Items,Cobas 6000 Probe ISE,CONCEPT-SET,1200
5b8584cb-28ed-43a6-8f4a-e5906a8f10aa,,Medical Supply Items,Cobas 6000 Probe Sample,CONCEPT-SET,1201
ad6fb707-9240-453e-89f1-5512210c5bfd,,Medical Supply Items,Cobas 6000 Micro Sample Cup 13/16,CONCEPT-SET,1202
25994869-3f26-40af-8b71-3db59ca6eb93,,Medical Supply Items,Cobas 6000 Sipper Nozzle,CONCEPT-SET,1203
40f80d2e-3e0a-4fb4-9493-d398df21410d,,Medical Supply Items,Cobas 6000 Sipper Tube,CONCEPT-SET,1204
40cf62d4-b986-4f61-ae4d-ebad9aee56ad,,Medical Supply Items,Cobas 6000 SMS,CONCEPT-SET,1205
84e1b990-c9c8-44a0-a2fa-0f33c3ca490e,,Medical Supply Items,Cobas C 311 SMS,CONCEPT-SET,1206
1eb59f4b-ce32-466b-9e77-ba81702b5a65,,Medical Supply Items,Dimension EXL 200 Cup Small,CONCEPT-SET,1207
b81186d1-e030-47b2-ba03-92a30c26c9e6,,Medical Supply Items,Dimension EXL 200 Cup Lid,CONCEPT-SET,1208
5c5f046a-c370-449a-9ab1-231ed0cd6708,,Medical Supply Items,Dimension EXL 200 Cuvette Cartridge,CONCEPT-SET,1209
2e061efd-005d-43d0-90ff-b6b60102047b,,Medical Supply Items,Dimension EXL 200 Reaction Vessel,CONCEPT-SET,1210
ec891be4-3174-414c-83e7-79345b7761c2,,Medical Supply Items,Dimension EXL 200 Thermal Paper,CONCEPT-SET,1211
8709e0af-bf4e-46b5-ba51-816b4f47e800,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Na Electrode,CONCEPT-SET,1212
0efb85c2-b20b-4ee0-8382-6b4851b66d40,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 K Electrode,CONCEPT-SET,1213
efc64b3d-2adf-46ad-af36-8c8f23463599,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Cl Electrode,CONCEPT-SET,1214
c9a934cb-e778-416b-927e-0e73eb63c489,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Reaction Vessel,CONCEPT-SET,1215
2668eae8-81f9-4d98-815b-1090b17f93e3,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Sample Cup 2ml,CONCEPT-SET,1216
f449d76d-0586-4e36-9102-8a75c34cf05c,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Waste Bag,CONCEPT-SET,1217
e6812cf7-3406-4beb-9049-28c15bb01a7a,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Swabs Polyster,CONCEPT-SET,1218
5ed2d02c-7b2d-4425-bd98-344120dd4a2e,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Peristatic Tubing (Roller Pump),CONCEPT-SET,1219
2c24d119-bfa9-4507-b5f3-df612f1c3fc4,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Photometer Lamp 20W,CONCEPT-SET,1220
a9493145-5618-4277-9faa-45a0c3157a4a,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Electrode Reference,CONCEPT-SET,1221
e4dfacc8-6d59-44c5-a956-637c45b9c9e6,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Sample Cup Hitachi,CONCEPT-SET,1222
ec0f4b23-cf95-4274-84e1-10f96c4ce1c1,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Bottle 15ml with Cap,CONCEPT-SET,1223
b569751c-579f-40fc-8e6a-93df4431a887,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Bottle 30ml with Cap,CONCEPT-SET,1224
fd7b7c6a-0919-4565-aa68-7bf41c8bf1fb,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Bottle 60ml with Cap,CONCEPT-SET,1225
dbca468c-d5d1-46db-bfba-0b94b396df95,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Cuvette 5x6mm,CONCEPT-SET,1226
98872a00-e80a-4a3e-8acc-b00e8b749614,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Spiral Mixing Bar,CONCEPT-SET,1227
3e455243-3aa8-4316-ab10-49196e9c3377,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 L Shape Mixing Bar,CONCEPT-SET,1228
9a1f61d5-b194-43a8-bd32-51d1ec0fdbe3,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 LC140 Pre Treatment Catridge,CONCEPT-SET,1229
96a2fd2d-cd10-4a15-af07-f210ba254692,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 LC175 (Protek L1),CONCEPT-SET,1230
76a97a1e-f151-4b2f-893d-b5d593e85d01,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Gac Filter,CONCEPT-SET,1231
c7133210-e7c7-4309-a468-50d794dae864,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Melt Blown Filter,CONCEPT-SET,1232
8ea3b9ea-0f72-4311-84bf-0050db7f2820,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Scale Prevention Filter,CONCEPT-SET,1233
55ec1517-465d-45fb-8119-637a00c203c8,,Medical Supply Items,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Ultra Filter,CONCEPT-SET,1234
