Uuid,Void/Retire,Concept,Member,Member Type,Sort Weight
fceeeb78-851f-45f5-934a-312ae1aecb6e,,Medical Supply Items,Prescription Pad (Narcotic ),CONCEPT-SET,625
fee0ccab-b9f1-48e9-8210-306d220e16c5,,Medical Supply Items,Towel for New Born 100% Cotton,CONCEPT-SET,626
9a774ac9-1efd-4a91-8b0d-71bde595db08,,Medical Supply Items,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 100ml",CONCEPT-SET,627
99c74a43-a6a6-43f1-a2d9-ba05ec8cff6d,,Medical Supply Items,Cannula Intravenous Set 20G,CONCEPT-SET,628
2a10c9c5-e61a-42c0-9194-ad96117b1da2,,Medical Supply Items,Rectal Tube Rubber With Terminal Size 24CH,CONCEPT-SET,629
a00dc244-6dd8-4775-a43a-80448a952b7e,,Medical Supply Items,Syringe (Disposable) 3ml with Needle 20G,CONCEPT-SET,630
d7d8282c-ef99-4bd8-83a3-ab1461467131,,Medical Supply Items,Catheter Suction Transparent with Funnel Silco Sterile 8CH,CONCEPT-SET,631
faacb00c-2ffb-43fc-8af2-8b9d62c44d5c,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 3/8 Circle Round Bodied taper needle,CONCEPT-SET,632
50453677-4764-4213-bff3-bfcb82edd0b3,,Medical Supply Items,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 17mm 1/2 Circle reverse cutting Needle,CONCEPT-SET,633
ec2b8e57-98a0-494f-8037-1a6dfcb0b96c,,Medical Supply Items,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,634
60bc723b-b336-44d3-a487-2a6e971aff7e,,Medical Supply Items,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 24mm 1/2 Cicle Round Bodied Needle,CONCEPT-SET,635
2d115d22-adb8-4014-b2ec-8ae241542663,,Medical Supply Items,Cat Gut Chromic Gauge 2.0(4/0) 75cm on 38mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,636
a071a82c-3af5-4c58-b079-ff2319977e5a,,Medical Supply Items,Poly Diaxone Monofilament Violet Gauge 3.0(2/0)70cm on 31mm 1/2 circle round bodied taper needle,CONCEPT-SET,637
a039b107-3168-43f1-8cc9-f060f2856214,,Medical Supply Items,Mersilk Braided Black Gauge 3.5(0) 75cm 30mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,638
c4ded2b5-fadd-4dd4-81df-7e2b8985e532,,Medical Supply Items,Mersilk Braided Black Gauge 3.5(0) 75cm on 28mm 1/2 circle round bodied needle,CONCEPT-SET,639
7725dbe1-558a-4be1-802f-af395233043c,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 75cm on 20mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,640
5e5f482c-6d96-4f35-a474-1fe3108ec78f,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 75cm on 38mm 1/2 Circle Reverse Cutting Bodied Needle,CONCEPT-SET,641
e51e9253-24d4-4d6d-8652-fadc90191ad8,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 75cm on 40mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,642
9fbff5a4-29ec-419a-b43b-25f67642f9ab,,Medical Supply Items,Poly Diaxone Monofilament Violet Gauge 5.0(2) 90cm on 40mm 1/2 Circle Round Bodied Taper Needle,CONCEPT-SET,643
a3b4a4a9-f39a-4633-a9d8-7b85b30d47eb,,Medical Supply Items,Pillcater with Box,CONCEPT-SET,644
9b4cea96-5b54-46e5-a02d-c4ea48bf7507,,Medical Supply Items,Thermostatic Valve Orifice,CONCEPT-SET,645
c1ab6589-802d-4cc2-871c-8604049d7c25,,Medical Supply Items,Three way valve Luer with caps,CONCEPT-SET,646
cd2ffb9c-8001-4b3f-bba2-33b00bea7c10,,Medical Supply Items,Tourniquet of Double Belt,CONCEPT-SET,647
ecf56d83-ada6-4a11-9bcf-19553b901bf8,,Medical Supply Items,Cannula Intravenous Set 16G,CONCEPT-SET,648
8e97e23f-8c3a-48f4-b756-e0aab42f6556,,Medical Supply Items,Glove Examination Latex Non Powdered Medium,CONCEPT-SET,649
23b60a0d-e780-449e-822c-24df1aa576d0,,Medical Supply Items,Glove Heavy Duty Latex (Disposable) Medium,CONCEPT-SET,650
1cc2b965-265d-4e7e-9f54-8162aee41fbc,,Medical Supply Items,Glove Examination Latex Non Powdered small,CONCEPT-SET,651
536af3e1-f9ea-44d0-b049-a9322f8e30ab,,Medical Supply Items,"Sling For Use with Scale 0145555, 0557000",CONCEPT-SET,652
a1b097ae-0296-40a3-8130-bd4e639dcf0b,,Medical Supply Items,Oropharyngeal Airway (Guedel) Sterile 120mm,CONCEPT-SET,653
4f766fcf-a0c0-4397-94eb-4985d2610f31,,Medical Supply Items,Syringe (Disposable) 20ml with Needle 20G,CONCEPT-SET,654
e90e7aaa-6006-4a0f-8232-ca08bd333ac3,,Medical Supply Items,Rectal Tube Rubber With Terminal Size 30CH,CONCEPT-SET,655
ccd99708-da64-4282-8142-a7fab3acffbd,,Medical Supply Items,Starting Device 3 Jan,CONCEPT-SET,656
e5daf564-4057-4df5-8171-ca96dbc7a12b,,Medical Supply Items,Mersilk Braided Black Gauge 1.5(4/0) 75 cm on 24 mm 3/8 Circle Reverse Cutting Needle,CONCEPT-SET,657
bb83c942-03f8-4588-b1fc-660e367ff01a,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 2.0(3/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,658
9b143db8-c87a-400c-9ba4-1e12822b3da8,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 2.0(3/0) 75cm on 35mm 1/2 round bodied Needle,CONCEPT-SET,659
5bd44b67-cb91-415e-8bf2-3686388038b8,,Medical Supply Items,Poly Diaxone Monofilament Violet Gauge 3.0(2/0) 70cm on 31mm 1/2 circle round bodied taper needle,CONCEPT-SET,660
271704f0-f0d1-4ecd-8103-238ac6ef1764,,Medical Supply Items,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,661
a6be65ae-c7a4-4794-b7a0-46e66fc3e669,,Medical Supply Items,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 33mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,662
57da034d-ad5e-40a3-83c1-48953f499565,,Medical Supply Items,Mersilk Braided Black Gauge 3.0(2/0) on 75cm on 17mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,663
51014f6c-f114-4061-a33f-df7eb1a69443,,Medical Supply Items,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 38mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,664
1e8fa03f-1948-481b-84c9-c032261344d8,,Medical Supply Items,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 45mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,665
1983618f-3229-4b5a-83fe-d98630e070bd,,Medical Supply Items,Polyglycolic acid absorbable braided violet Guage 3.5(0)75cm on 48mm 1/2c Round Bodied Needle,CONCEPT-SET,666
980c2105-0037-44b8-b7ee-c24b6bd276eb,,Medical Supply Items,Autocheck 5+ level 3 Blue Box of 30 Ampules for ABL7XX/8XX S7755,CONCEPT-SET,667
d7abc00e-9f5b-4d44-af84-8d28ddc071de,,Medical Supply Items,Glove Surgical Latex Sterile No. 7.5,CONCEPT-SET,668
9f7da7ac-1426-4c9f-b9be-3910edc50305,,Medical Supply Items,Pediatric hose set,CONCEPT-SET,669
64205d8e-4fc4-4151-b927-7b47e88c2bc7,,Medical Supply Items,Phase Reverser with Failure Control,CONCEPT-SET,670
08b8abfa-1109-4e50-82a2-b7baa21742f8,,Medical Supply Items,Sheeting PVC 100x100cm,CONCEPT-SET,671
98f6799d-4609-4847-8c61-591c8e503fb9,,Medical Supply Items,Blood Collecting Bag CPDA1 Anticoagulant Triple 450ml,CONCEPT-SET,672
1847f257-bd98-4c2e-9723-14c86004647d,,Medical Supply Items,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 500ml",CONCEPT-SET,673
5f9ff836-268b-435b-84c6-ec3333e31de8,,Medical Supply Items,Flask Heat and Chemical Resistant 500ml,CONCEPT-SET,674
a4d0c061-54ab-4d85-ba33-bf75758d8ad2,,Medical Supply Items,Glass Volumetric Transfer Pipette 5ml,CONCEPT-SET,675
c202d753-c1e9-4dbe-babc-63d12a448922,,Medical Supply Items,Resuscitator Bag (Ambu Bag) Adult,CONCEPT-SET,676
d99944ac-13f0-479d-99aa-43a13f6231e0,,Medical Supply Items,Universal Bottle or sputum Screw Capped for sputum Screw Capped,CONCEPT-SET,677
d8650b10-3e9f-4ece-8306-51c872a055f8,,Medical Supply Items,Measuring Tape 2m,CONCEPT-SET,678
01a926ce-844a-417b-a2db-373745a16a4c,,Medical Supply Items,Syringe(AD) 5ml with Needle 23G,CONCEPT-SET,679
9ab4461e-2d53-4bc1-b751-894b90c90040,,Medical Supply Items,Polyamide Monofilament Gauge 0.2(10/0) 60cm on 6mm1/3 Circle Spatula Double Armed Needle,CONCEPT-SET,680
bef1ae61-0ee1-440f-af94-2c10a1850d44,,Medical Supply Items,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 6mm 3/8 Circle round Bodied Spatula Double Armed Needle,CONCEPT-SET,681
432486dd-832b-4b78-bbe0-0b3a3dd57c56,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 2.0(3/0) 75cm on 19mm 3/8 Circle Reverse Cutting Needle,CONCEPT-SET,682
fdc1fae3-0f57-4cb8-bdb3-535f20dc1e01,,Medical Supply Items,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,683
3a5911cc-d183-431c-ab39-1b2f8dd702e4,,Medical Supply Items,Cat Gut Chromic Gauge 3.5(2/0) 70cm on 45mm 1/2 Circle Cutting Taper Needle,CONCEPT-SET,684
16da072c-5c21-4e4f-8f13-718f38fd227b,,Medical Supply Items,Poly Diaxone Monofilament Violet Gauge 4.0(1) 50cm on 48mm 1/2 circle round bodied taper needle,CONCEPT-SET,685
49e8240e-6e5d-4086-9da9-a1d9e691698e,,Medical Supply Items,Mersilk Braided Black Gauge 4.0(1) 75cm on 22mm 3/8 Circle Reverse Cutting 22mm,CONCEPT-SET,686
28beebf6-0743-46b6-a24c-1d42873d77a5,,Medical Supply Items,Mersilk Braided Black Gauge 4.0(1) 75cm on 32mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,687
a8ce4899-82a2-45bb-9a99-59d078b71cc8,,Medical Supply Items,Cat Gut Chromic Gauge 6.0(2) 75cm on 37mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,688
97bee042-787e-421a-a257-072110784d36,,Medical Supply Items,Filter Paper Qualitative Whatman Grade 1 Diameter 90mm,CONCEPT-SET,689
f5b4e6de-74aa-486c-a1a1-eca7e43a67d2,,Medical Supply Items,Multipette automatic 5 positions,CONCEPT-SET,690
c6cbf39c-137e-4bef-aea3-3e3f71cff602,,Medical Supply Items,Measuring Apparatus Pediatric Wooden 131cm,CONCEPT-SET,691
7cdb1c0f-9b6a-45e5-9fbe-c884f82dd643,,Medical Supply Items,Vacutainer Blood Collection Tube with vacuum red top 10ml,CONCEPT-SET,692
1bad25ad-ac56-4ab5-8243-08e9ddf0faf0,,Medical Supply Items,Capillary tube hematocrite heparinized,CONCEPT-SET,693
e92a038d-7026-49df-9698-d7e53cecf77b,,Medical Supply Items,Conical Centrifuge Tubes 50ml,CONCEPT-SET,694
5a14685b-8842-4e80-8809-76324cf48a2e,,Medical Supply Items,Blood Collecting Bag CPDA1 Anticoagulant Single 250 ml,CONCEPT-SET,695
cddd0a75-2b69-4f5f-af19-daef58ac6bf5,,Medical Supply Items,Applicator Wooden Stick with out Cotton Tip 15cm x 2.5mm,CONCEPT-SET,696
0734328d-9fea-473e-8415-b0b0775154e7,,Medical Supply Items,Applicator Stick Wooden with Cotton Tip 15cm x 2.2mm,CONCEPT-SET,697
5f21a5a6-81ea-4d0a-b702-4d1c016ed6e5,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 75cm on 48mm 1/2 circle Round Bodied Needle,CONCEPT-SET,698
953ea5a8-6100-4dc0-95b6-93629f798fd2,,Medical Supply Items,Mersilk Braided Black Gauge 2.0 (3/0) 75cm on 17mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,699
641fef3c-7b1c-411f-9121-e5faa291b4b2,,Medical Supply Items,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,700
a2afb3ab-d247-42f6-acab-41c7a08de0e2,,Medical Supply Items,Mersilk Braided Black Gauge 2.0 (3/0) 75cm on 17mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,701
164f0544-85e2-4273-b9f3-be72a10a831c,,Medical Supply Items,Mersilk Braided Black Gauge 1.0 (4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,702
53c76e9e-53f3-4fe6-b638-82021db6ecbb,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 2.0 (3/0) 75cm on 36mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,703
64b3a387-ac43-47ba-b47e-62f45a3a3b2c,,Medical Supply Items,Mersilk Braided Black Gauge 3.5(0) 75cm on 27mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,704
49954034-cb51-47aa-bd28-4d86f3dc1738,,Medical Supply Items,Polyamide Monofilament Gauge 0.3 (9/0) 13 cm on 64mm Spatula Double Armed Round Bodied Needle,CONCEPT-SET,705
280ca0ba-0c26-4cd0-a973-3df53adff330,,Medical Supply Items,Drainage Chest Tube 18FG,CONCEPT-SET,706
c9afa6bd-2f1c-424e-94f8-95c802b48416,,Medical Supply Items,Catheter Condom Latex Medium 25mm,CONCEPT-SET,707
6dbaa4ee-c16d-4ef2-a2e8-7009cdbf88e7,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 24CH,CONCEPT-SET,708
20857050-a08f-451c-9b75-207973c87f89,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 5 15ml Balloon 6CH,CONCEPT-SET,709
f7179cde-12e9-4bbb-98b8-f89d51a28323,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 5 15ml Balloon 4CH,CONCEPT-SET,710
ab70ee1a-7641-41ec-9620-e644cdbefe45,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 5 15ml Balloon 6CH,CONCEPT-SET,711
7e7ac894-be55-4d96-806e-c8eaa74bf41e,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 5 15ml Balloon 4CH,CONCEPT-SET,712
cd7b1972-9186-4816-9847-84dca7c38b93,,Medical Supply Items,Scalp Vein Winged Infusion Set 29G,CONCEPT-SET,713
82ce0c7c-5f8c-4253-bf78-8a500bfd25e8,,Medical Supply Items,Cat Gut Chromic Gauge 7.0(3) 75cm on 48mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,714
db920487-c9aa-42e1-ada4-587d30f5fbbb,,Medical Supply Items,Biohazard Bags Disposable Red,CONCEPT-SET,715
ce9a3fc0-7edf-4ac5-9400-241f201a499b,,Medical Supply Items,Biohazard Bags Disposable Yellow,CONCEPT-SET,716
7ab52f6f-5007-425e-af83-f69bb162eca4,,Medical Supply Items,Biohazard Bags Disposable Black,CONCEPT-SET,717
9639d5df-a1fc-47dd-9c73-7cc808d9dec4,,Medical Supply Items,Pasteur pipette glass,CONCEPT-SET,718
a7381faf-5c4e-418d-ab07-7ab98841677b,,Medical Supply Items,"Tourniquet for adult,ABS auto lock buckle,size 25x450x6mm,blue color.",CONCEPT-SET,719
a74ee53f-f4d6-40c4-9a7c-de83001ed64c,,Medical Supply Items,Cat Gut Chromic Gauge 3.0(3/0) 75cm on 25mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,720
b9ad9bb6-f2c3-46d5-9da5-f4556788917f,,Medical Supply Items,Cat Gut Chromic Gauge 3.5(0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,721
c252e408-bfef-4c47-b6cb-1ca8577eb13e,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 75cm on 30mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,722
0dc34b6c-143b-4d1e-b1ce-5163b2155c94,,Medical Supply Items,Cat Gut Chromic Gauge 5.0(1) 75cm on 48mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,723
95561a31-0bec-4c6d-a3cb-b305a68206ab,,Medical Supply Items,Cat Gut Chromic Gauge 6.0(2) 75cm on 35mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,724
72ab8ea1-4204-4174-93ad-72c2cbc34900,,Medical Supply Items,Cat Gut Chromic Gauge 7.0(3) 75cm on 48mm 1/2 Circle Reverse Cutting Needle,CONCEPT-SET,725
745667a3-9678-4fe6-bc61-31e2a0893e00,,Medical Supply Items,Glove Surgical Latex Sterile Powder Free No. 6.5,CONCEPT-SET,726
48478191-4fda-4dbc-945b-3822285d6423,,Medical Supply Items,Glove Surgical Latex Sterile Powder Free No. 7,CONCEPT-SET,727
7274e6d8-94bc-4122-bc55-62d26ed77901,,Medical Supply Items,Glove Surgical Latex Sterile Powder Free No. 7.5,CONCEPT-SET,728
0653b628-61ce-4768-b925-e260e969bfbd,,Medical Supply Items,Glove Surgical Latex Sterile Powder Free No. 8,CONCEPT-SET,729
d791dfc5-808b-444e-b39d-ff0b65ccbe7f,,Medical Supply Items,"Specimen container 4 oz,graduated in ml,sterile,transluecent polypropylene,full turn screw thread,leak resistant seal,individually wrapped",CONCEPT-SET,730
f445ff51-ed15-4362-803d-d3b0f3287001,,Medical Supply Items,Ultrasound Paper,CONCEPT-SET,731
783c8648-2410-4b8a-ae6b-461fd428f816,,Medical Supply Items,Cat Gut Chromic Gauge 4.0(0) 150cm on 30mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,732
8f6e65da-42a7-4a14-8e86-ed27e5439e49,,Medical Supply Items,Cannula Intravenous Set External Diameter 1.3mm Length 45mm 16G,CONCEPT-SET,733
c8218399-592e-4da0-88fe-7210a2b75eb0,,Medical Supply Items,Ultrasound Paper 110mm width x 20meter length,CONCEPT-SET,734
f2186411-74f2-485c-9cac-3f586675aa39,,Medical Supply Items,Filter Paper Qualitative Whatman Grade 1 Diameter 150mm with pore size 11µm,CONCEPT-SET,735
783cb353-ce60-404d-aa5d-a0da1ecb9c39,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 5 15ml Balloon 10CH,CONCEPT-SET,736
4d79fc37-9c78-43f2-bec8-4c35a24eac51,,Medical Supply Items,Cannula Intravenous Set external diameter 1.1mm length 32mm 20G,CONCEPT-SET,737
da919427-44c7-4b7c-8bb1-0a5c27a59c78,,Medical Supply Items,Cannula Intravenous Set external diameter 0.9mm length 25mm 22G,CONCEPT-SET,738
1be81fde-e096-498b-ae71-970157e8f0a8,,Medical Supply Items,Cannula Intravenous Set external diameter 0.7mm length 19mm 24G,CONCEPT-SET,739
932b5b41-7193-4111-89b5-c37aec638496,,Medical Supply Items,Cannula Intravenous Set external diameter 1.3mm length 45mm 18G,CONCEPT-SET,740
819850e0-5c75-4989-96df-9a146b0e1c21,,Medical Supply Items,Adhesive Plaster Zinc Oxide 12.5cmx10m,CONCEPT-SET,741
89cda49a-eec1-40ad-af97-1c9be939a629,,Medical Supply Items,Endotracheal Tube sterile CH 3.5 cuffed,CONCEPT-SET,742
43a32e99-6b62-4486-9239-83cc452f555a,,Medical Supply Items,Endotracheal Tube sterile CH 4 cuffed,CONCEPT-SET,743
055056db-ac8e-46a1-81d5-d8670f8441bb,,Medical Supply Items,Endotracheal Tube sterile CH 4.5 cuffed,CONCEPT-SET,744
488ca2e5-c219-4cb6-80e1-ac43f8ae55f2,,Medical Supply Items,Endotracheal Tube sterile CH 5 cuffed,CONCEPT-SET,745
7dca1ce8-7fc0-45d6-84b1-6f99eefb13f3,,Medical Supply Items,Endotracheal Tube sterile CH 6.5 cuffed,CONCEPT-SET,746
3911ddb3-e56f-4284-9c33-08974f71633e,,Medical Supply Items,Endotracheal Tube sterile CH 8 cuffed,CONCEPT-SET,747
a3e2a99b-666c-4d10-a2e5-de9b4ae51704,,Medical Supply Items,"Scalp Vein Winged Infusion Set with luer adapter 21G, 0.75 inch(19mm) needle, 7 inch(178mm) tubing",CONCEPT-SET,748
9a381e90-18c0-4800-aec7-8ba3160503cf,,Medical Supply Items,"Syringe (Disposable) (Sterile) 3 Parts, 20ml Luer fitting with 21G Needle",CONCEPT-SET,749
5a5c6b97-3c78-4ff7-9e6a-7eb3e767566c,,Medical Supply Items,"Syringe (Disposable) (Sterile) 3 Parts, 3ml Luer fitting with 21G Needle",CONCEPT-SET,750
5b1123a8-e0e3-4e01-b16e-51bc0948076f,,Medical Supply Items,"Syringe (Disposable) (Sterile) 3 Parts, 3ml Luer fitting with 23G Needle",CONCEPT-SET,751
d9d85d14-cfce-478e-b450-34ca1d805ee2,,Medical Supply Items,"Syringe (Disposable) (Sterile) 3 Parts, 50ml Luer fitting with 21G Needle",CONCEPT-SET,752
8e168f1b-9a4b-4bf5-bf84-738fa4900e6f,,Medical Supply Items,"Syringe (Disposable) (Sterile) 3 Parts, 5ml Luer fitting with 23G Needle",CONCEPT-SET,753
8934fdb4-ff61-4f28-bf07-c7b1c7332419,,Medical Supply Items,"Gauze Swab 10cmx10cm, 8plys sterile",CONCEPT-SET,754
855e512a-cf47-4fe6-896b-3ce85d15b120,,Medical Supply Items,"Colostomy Bag Adhesive Regulator Closed 30mm Opening, adult opec medium",CONCEPT-SET,755
25195ed8-09e1-40bd-91bc-fe678aee64e7,,Medical Supply Items,Colostomy Bag Adhesive Regulator Closed 30mm Opening pediatric,CONCEPT-SET,756
de1b44cd-4ceb-4928-97f3-3d815b9afa62,,Medical Supply Items,Mersilk Braided Black Gauge 3.5(0) 75cm on 32mm 1/2 circle cutting tapper Needle,CONCEPT-SET,757
29e6ea40-a274-4d2b-a5e3-03762cfc5916,,Medical Supply Items,Catheter Suction 14CH,CONCEPT-SET,758
93b07618-f558-4dd9-976d-f50c728899fb,,Medical Supply Items,Catheter Suction 8CH,CONCEPT-SET,759
b4790fc0-74cc-4689-96cc-e32159b7ca55,,Medical Supply Items,Catheter Suction 16CH,CONCEPT-SET,760
92841a9f-9079-48af-a2bf-345ae062c167,,Medical Supply Items,Tissue Paper 10cm x 15cm,CONCEPT-SET,761
f35c6fbb-8181-49ef-a327-ee77ce748380,,Medical Supply Items,Tissue Paper for Lense Cleaning,CONCEPT-SET,762
61d727ce-b7c6-4958-8ce7-f0dbdf17fea7,,Medical Supply Items,Socket Outlet,CONCEPT-SET,763
eec65ee7-e1bd-4dad-b6dc-1a96685f1b1c,,Medical Supply Items,"Abbott 2000/COBAS Absorbent Underpad, 60x40 Inches",CONCEPT-SET,764
b6bc80bd-fdbf-41db-b24d-c1d14dda0609,,Medical Supply Items,Measuring Tape 1m,CONCEPT-SET,765
ef5992e9-7405-4bcf-9b88-927b265ac756,,Medical Supply Items,Oropharyngeal Air Way,CONCEPT-SET,766
7f6b8e0d-9f6b-4ecb-a280-503289a81ce0,,Medical Supply Items,Oxygen Nasal Catheter (Prongs) Pediatric,CONCEPT-SET,767
21706643-6115-45ef-9613-6d86004c8099,,Medical Supply Items,Lumbar Puncture Needle,CONCEPT-SET,768
e69c6538-20ff-40a3-bade-a20506a64916,,Medical Supply Items,Adult Cardio Pulmonary Resuscitation Defibrillation Manikin,CONCEPT-SET,769
fed292a5-7d98-47f6-a95f-90eb0af77ee2,,Medical Supply Items,Female Uretheral/Suprapubic Catheterization Trainer,CONCEPT-SET,770
8b1ab54c-3696-407e-92ac-3a8698b684a8,,Medical Supply Items,Microbiology Bile Esculin Agar,CONCEPT-SET,771
6f7807d7-d480-4462-b99d-8ca9c4a6969a,,Medical Supply Items,Membrane Filtration Unit,CONCEPT-SET,772
7a58c3dc-a2bf-4955-94f5-1e02fdcef143,,Medical Supply Items,Umblical Cord Tie 6mm x 24.5m,CONCEPT-SET,773
fa9614fb-0f91-4d7f-9fda-018d9fc0d738,,Medical Supply Items,Disposable Pressure measure,CONCEPT-SET,774
92a9bfe8-f195-419a-8d41-130b5bcbffc0,,Medical Supply Items,"Booklet Exercise and Manual,CBNC Amharic Exercise and Manual,CBNC Amharic",CONCEPT-SET,775
12f4125a-3440-4162-8415-359076290de8,,Medical Supply Items,Sterican single use dental needle G25,CONCEPT-SET,776
d93d9a0f-e21f-49ea-9272-e91d6c1e8986,,Medical Supply Items,Sterican dental hypodermic needle G27,CONCEPT-SET,777
9fea3a62-2286-40e6-a40b-e4b8b72d8968,,Medical Supply Items,"Goggle Safety HO;Yga Laser,27750095",CONCEPT-SET,778
b9829e64-0ee9-42a9-a49d-b882d4db651a,,Medical Supply Items,Insertion Accessories Kit for Implanol 25 Insertion/removal Procedure kit for 25 implanons,CONCEPT-SET,779
75d48e3f-c8dd-493a-a515-2f0766472401,,Medical Supply Items,Autoclave Indicator Tape 1.9cm x 50m,CONCEPT-SET,780
e7247340-437f-4fca-9398-2a42abb174be,,Medical Supply Items,Pipette Class A 5ml,CONCEPT-SET,781
ff31fae4-9412-4898-bbec-64cc0d688cf1,,Medical Supply Items,Pipette Class A 10ml,CONCEPT-SET,782
54a3b5c9-9fe1-48bd-a106-3effd509910d,,Medical Supply Items,IV Training Arm Infant,CONCEPT-SET,783
1791c1aa-051f-4455-a36d-a35b5ff843a8,,Medical Supply Items,PIMA CD4 Cartridge,CONCEPT-SET,784
7a206a6b-587d-4d47-ac2e-a67f1486026c,,Medical Supply Items,Blood Lancet,CONCEPT-SET,785
5f4f4e44-56c0-4f51-8fe0-7c413a6a0c4b,,Medical Supply Items,Clinical Chemistry Lactate Dehydrogenase (LDH),CONCEPT-SET,786
b51a2c54-e572-4d9a-a581-023ccee76f9a,,Medical Supply Items,"FACSCalibur Falcon Tubel, 5ml",CONCEPT-SET,787
72105262-81d4-44b5-8571-96d2eec64861,,Medical Supply Items,Catheter Umblical,CONCEPT-SET,788
2c73c1a2-3027-4668-9fef-d96531ad56dc,,Medical Supply Items,Paster Pipette Sterile 3.5 ml Capacity,CONCEPT-SET,789
cbb55773-0483-4d57-868b-2ab64f8aeb35,,Medical Supply Items,"Abbott 2000/COBAS Absorbent Underpad, 17x24 Inches",CONCEPT-SET,790
523bd9c3-8457-4980-baa0-6c3e082c68e6,,Medical Supply Items,"Abbott 2000/COBAS Shoe Cover, Disposable",CONCEPT-SET,791
c52c1fbb-aae3-4d2a-a79b-5212a94fa99b,,Medical Supply Items,"Abbott 2000/COBAS Aerosol Resistant Pipette Tips, 1000ul",CONCEPT-SET,792
b7648975-e0e6-4b94-8a5f-d1d19d1a5a39,,Medical Supply Items,"Abbott 2000/COBAS Aerosol Resistant Pipette Tips, 200ul",CONCEPT-SET,793
