Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1
9c14b0e1-9e04-418c-9103-58356af9d3c3,,,Levonorgestrel(D-Norgestrel) +Ethinylestradiol and Ferrous Fumerate,,Drug,Text,,,5
0ef918ec-4d26-412c-a4ac-31b59b88ea2f,,,Ampicillin,,Drug,Text,,,5
db9ba5ac-0d73-4ded-baeb-710dbf0f72c0,,,Probenicid,,Drug,Text,,,5
2e4afc1f-0378-40b8-a106-84391286d6f5,,,Vitamin B Complex Preparations,,Drug,Text,,,5
5cfbcbf2-c041-456b-a94d-91f597b57f71,,,Tribenoside + Lidocaine,,Drug,Text,,,5
3258997f-0aad-4fa9-b7a4-05b9956d7097,,,Lamivudine + Stavudine,,Drug,Text,,,5
ca8236a8-002e-4d44-a605-c2f6426b0c91,,,Vitamin C,,Drug,Text,,,5
99f653da-a97e-4ac8-b00c-08c837738c63,,,Balanced Salt Solution,,Drug,Text,,,5
4f612d9e-b3a5-4e38-8e2f-f1f1e490328c,,,Dimenhydrinate,,Drug,Text,,,5
798df565-e47e-4dd1-b533-d6f8cbd01f0c,,,Bismuth Subgallate + Lidocain HCL + Menthol + Fluc,,Drug,Text,,,5
8e39f6cf-c5e0-469d-9f68-f7fc95e76a4b,,,Ephedrine HCL,,Drug,Text,,,5
a1be0a30-4e63-44ed-9743-c59747188845,,,Famotidine,,Drug,Text,,,5
51124f2b-c8ce-4ccf-8111-620a41e48500,,,Ergometrine Tartrate,,Drug,Text,,,5
6e32db7c-409c-4576-bca6-17edbe173a87,,,Amyl-Meta-Cresol + Dichlorobenzyl Alcohol,,Drug,Text,,,5
d2714696-94fd-4dc0-b41a-7a43f9e27d94,,,Beclometasone Dipropionate,,Drug,Text,,,5
3804a863-daf8-4f8b-ad6a-de10d0149631,,,Dequalinium Chloride,,Drug,Text,,,5
42790981-0684-4e7e-b794-c6f3c2e96a50,,,Ephedrine Sulphate,,Drug,Text,,,5
8565da34-400f-4bdc-9656-570f34908c4d,,,Hexetidine,,Drug,Text,,,5
a11aff1d-a441-4b8c-b086-938a56805156,,,Mentol + Eucalyptus Oil + Light Magnesium Carbonat,,Drug,Text,,,5
53518ef2-8b9e-4006-9faf-9a4e40e61cb5,,,Mometasone Furoate,,Drug,Text,,,5
e2018477-fcdc-4bf1-94af-cf63d6b3117b,,,Sodium Polystrene Sulphonate pdr,,Drug,Text,,,5
47360b47-9d4e-4055-a67f-fbd023f847bb,,,Oxymetazoline HCL,,Drug,Text,,,5
cf135cfb-331b-419c-8c2c-f36afff3bd92,,,Phenylephrine,,Drug,Text,,,5
7b0e5ec4-e0bc-4c5b-b9cb-f877ced4362e,,,Povidone Iodine,,Drug,Text,,,5
9f25bf33-6d2a-4dce-90df-f441b3130176,,,Pseudoephedrine HCL,,Drug,Text,,,5
f93dd2df-b94a-498e-adb4-33e2b728b593,,,Triprolidine HCL,,Drug,Text,,,5
6fc1d6f5-c3cc-42f4-b6f2-b35e2e06f766,,,Xylometazoline HCL,,Drug,Text,,,5
d4000f21-8be1-4deb-9fa1-aa81f320a3d2,,,Fluorouracil,,Drug,Text,,,5
ec6102db-9a84-47a3-9c99-fc5f21ba7154,,,Neomycin + Bacitracin,,Drug,Text,,,5
d4def3f3-6fe7-44bb-a5f7-080454df0f98,,,Zolpidem,,Drug,Text,,,5
d50c189e-ab77-4f26-9b49-8761d9e03fb7,,,Aluminium Hydroxide + Magnesium Hydroxide,,Drug,Text,,,5
e10ef85d-29fd-4a5a-ab32-a493dd2c36e9,,,Alphachymotrypsin,,Drug,Text,,,5
244f015b-6742-4dc4-9438-bbe1bb3eaaab,,,Salicylic Acid,,Drug,Text,,,5
bbe5e1f8-19d6-4df9-9179-7a62114cb71e,,,Trifluoperazine HCL,,Drug,Text,,,5
71641a31-e91f-41eb-8981-fb18a4beb6c6,,,Selenium Sulphide,,Drug,Text,,,5
c4fdf550-6127-4e53-b52d-32139cf862db,,,Dichlorobenzene +Turpentine Oil + Chlorobutol,,Drug,Text,,,5
823a05e8-1f0b-4afb-8c54-5cc340c4658a,,,Hydrogen Peroxide,,Drug,Text,,,5
760e1f7d-80a7-4c1f-9041-abd194e87f38,,,Neomycin Sulphate + Hydrocortisone + Polymixin B Sulphate,,Drug,Text,,,5
72e7c4a1-35ea-4904-9f4b-73daa34df4ba,,,Oxytetracycline,,Drug,Text,,,5
bbef3723-6d12-4ef4-8438-c8af837e2049,,,Oxytetracycline HCl + Hydrocortisone Acetate + Polymixin B Sulphate,,Drug,Text,,,5
623f0b76-c89e-4ee7-92ee-4795c9fa1f4d,,,Protamine Sulphate,,Drug,Text,,,5
22447a39-7373-4c0d-af85-2a6de73275a6,,,Acetic Acid Ear Drops,,Drug,Text,,,5
860a2b9d-2836-495d-b7f7-59a273d3a445,,,Terfenadine,,Drug,Text,,,5
fd19a289-bb74-4a60-8eae-4a3bf5ecffc5,,,Ammonium Chloride,,Drug,Text,,,5
3025b22d-fa79-4538-80b7-72f46805b554,,,Calcium (Ionizable),,Drug,Text,,,5
7ea84a6d-9eb6-4c5b-a05c-678c4de0a5e4,,,Calcium Glubionate + Calcium Galacto-Gluconate,,Drug,Text,,,5
de0f1872-b50d-4344-884a-3684ca6cef11,,,Sodium Chloride,,Drug,Text,,,5
f15715dd-509e-4612-ba97-dba376a874e5,,,Pyridostigmine Bromide,,Drug,Text,,,5
7b71a046-0ad0-40bd-966a-8aeaf6f8d619,,,Lactated Potassium Saline (Darraw's) Soultion,,Drug,Text,,,5
33c9b872-1d0f-482c-8889-52659a2e5c95,,,Sodium Nitrite,,Drug,Text,,,5
ed817eeb-3934-4519-a76b-baa378609436,,,Ringer's Injection-Solution,,Drug,Text,,,5
17cdde44-c437-4612-959c-4d1807dac4b9,,,Peritoneal Dialysis(No.1),,Drug,Text,,,5
a30278b1-4559-4b21-9e25-c5646470756d,,,Peritoneal Dialysis(No.2),,Drug,Text,,,5
527c0c46-5360-4e47-a4b6-66271e10ee82,,,Calcium Ceseinate,,Drug,Text,,,5
f502b3ce-33ab-4d60-97ee-6a5f0928c06e,,,Soya Based Non-Milk Preparations,,Drug,Text,,,5
f72eb819-a586-45fb-9c3a-51e867ff1834,,,Apomorphine HCL,,Drug,Text,,,5
1f8429e9-4ce2-4bd2-9143-27f108b48d6f,,,Calcium Gluconate(Levulinate) Chloride,,Drug,Text,,,5
1247cccb-c684-41c1-ba6d-12492cfe978d,,,"Digoxin Immune Fab(Ovine)/Digoxin-Specific, Antibo",,Drug,Text,,,5
6ccdeaa2-0f53-47c7-a961-eab077fd30de,,,Desferrioxamine Mesylate,,Drug,Text,,,5
3b9f90d5-467f-43e8-8ca9-19a3a998d439,,,Dimercaprol,,Drug,Text,,,5
